facility_id,facility_name,building_id,building_name,block_id,block_name,space_id,space_name,space_type,timestamp,capacity,occupancy_count,available_capacity,utilization_percent,utilization_status,overcrowded
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-16 18:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-16 19:00:00,120,47,73,39.17,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-16 19:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-16 19:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-16 19:00:00,150,27,123,18.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-16 19:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-16 19:00:00,180,7,173,3.89,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-16 19:00:00,100,33,67,33.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-16 19:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-16 20:00:00,120,21,99,17.5,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-16 20:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-16 20:00:00,80,6,74,7.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-16 20:00:00,150,43,107,28.67,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-16 20:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-16 20:00:00,180,5,175,2.78,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-16 20:00:00,100,27,73,27.0,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-16 20:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-16 21:00:00,120,7,113,5.83,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-16 21:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-16 21:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-16 21:00:00,150,7,143,4.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-16 21:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-16 21:00:00,180,26,154,14.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-16 21:00:00,100,10,90,10.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-16 21:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-16 22:00:00,120,3,117,2.5,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-16 22:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-16 22:00:00,80,5,75,6.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-16 22:00:00,150,5,145,3.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-16 22:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-16 22:00:00,180,15,165,8.33,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-16 22:00:00,100,5,95,5.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-16 22:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-16 23:00:00,120,2,118,1.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-16 23:00:00,30,1,29,3.33,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-16 23:00:00,80,1,79,1.25,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-16 23:00:00,150,2,148,1.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-16 23:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-16 23:00:00,180,13,167,7.22,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-16 23:00:00,100,2,98,2.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-16 23:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 00:00:00,120,9,111,7.5,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 00:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 00:00:00,80,4,76,5.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 00:00:00,150,5,145,3.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 00:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 00:00:00,180,26,154,14.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 00:00:00,100,5,95,5.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 00:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 01:00:00,120,5,115,4.17,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 01:00:00,30,0,30,0.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 01:00:00,80,6,74,7.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 01:00:00,150,11,139,7.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 01:00:00,25,0,25,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 01:00:00,180,15,165,8.33,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 01:00:00,100,7,93,7.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 01:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 02:00:00,120,6,114,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 02:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 02:00:00,80,3,77,3.75,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 02:00:00,150,10,140,6.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 02:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 02:00:00,180,4,176,2.22,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 02:00:00,100,9,91,9.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 02:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 03:00:00,120,11,109,9.17,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 03:00:00,30,0,30,0.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 03:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 03:00:00,150,10,140,6.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 03:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 03:00:00,180,25,155,13.89,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 03:00:00,100,4,96,4.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 03:00:00,20,1,19,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 04:00:00,120,6,114,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 04:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 04:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 04:00:00,150,9,141,6.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 04:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 04:00:00,180,17,163,9.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 04:00:00,100,2,98,2.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 04:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 05:00:00,120,9,111,7.5,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 05:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 05:00:00,80,3,77,3.75,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 05:00:00,150,13,137,8.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 05:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 05:00:00,180,10,170,5.56,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 05:00:00,100,10,90,10.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 05:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 06:00:00,120,2,118,1.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 06:00:00,30,0,30,0.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 06:00:00,80,0,80,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 06:00:00,150,8,142,5.33,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 06:00:00,25,2,23,8.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 06:00:00,180,11,169,6.11,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 06:00:00,100,5,95,5.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 06:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 07:00:00,120,8,112,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 07:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 07:00:00,80,0,80,0.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 07:00:00,150,13,137,8.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 07:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 07:00:00,180,21,159,11.67,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 07:00:00,100,9,91,9.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 07:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 08:00:00,120,6,114,5.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 08:00:00,30,2,28,6.67,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 08:00:00,80,2,78,2.5,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 08:00:00,150,4,146,2.67,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 08:00:00,25,1,24,4.0,UNDERUSED,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 08:00:00,180,59,121,32.78,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 08:00:00,100,2,98,2.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 08:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 09:00:00,120,97,23,80.83,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 09:00:00,30,18,12,60.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 09:00:00,80,21,59,26.25,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 09:00:00,150,107,43,71.33,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 09:00:00,25,13,12,52.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 09:00:00,180,65,115,36.11,LOW,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 09:00:00,100,66,34,66.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 09:00:00,20,2,18,10.0,UNDERUSED,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 10:00:00,120,102,18,85.0,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 10:00:00,30,9,21,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 10:00:00,80,62,18,77.5,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 10:00:00,150,98,52,65.33,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 10:00:00,25,6,19,24.0,LOW,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 10:00:00,180,24,156,13.33,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 10:00:00,100,75,25,75.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 10:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 11:00:00,120,106,14,88.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 11:00:00,30,9,21,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 11:00:00,80,51,29,63.75,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 11:00:00,150,117,33,78.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 11:00:00,25,20,5,80.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 11:00:00,180,9,171,5.0,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 11:00:00,100,71,29,71.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 11:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 12:00:00,120,60,60,50.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 12:00:00,30,21,9,70.0,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 12:00:00,80,36,44,45.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 12:00:00,150,59,91,39.33,LOW,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 12:00:00,25,12,13,48.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 12:00:00,180,153,27,85.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 12:00:00,100,44,56,44.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 12:00:00,20,3,17,15.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 13:00:00,120,62,58,51.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 13:00:00,30,23,7,76.67,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 13:00:00,80,33,47,41.25,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 13:00:00,150,83,67,55.33,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 13:00:00,25,21,4,84.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 13:00:00,180,164,16,91.11,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 13:00:00,100,59,41,59.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 13:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 14:00:00,120,91,29,75.83,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 14:00:00,30,25,5,83.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 14:00:00,80,55,25,68.75,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 14:00:00,150,126,24,84.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 14:00:00,25,11,14,44.0,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 14:00:00,180,144,36,80.0,HIGH,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 14:00:00,100,67,33,67.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 14:00:00,20,6,14,30.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 15:00:00,120,79,41,65.83,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 15:00:00,30,24,6,80.0,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 15:00:00,80,58,22,72.5,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 15:00:00,150,107,43,71.33,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-005,Meeting Room B,Meeting Room,2026-01-17 15:00:00,25,19,6,76.0,HIGH,0
F001,Smart Campus,B002,Building B,BLK-B2,Block B2,SP-006,Cafeteria B,Cafeteria,2026-01-17 15:00:00,180,26,154,14.44,UNDERUSED,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-007,Open Workspace C1,Workspace,2026-01-17 15:00:00,100,72,28,72.0,OPTIMAL,0
F001,Smart Campus,B003,Building C,BLK-C1,Block C1,SP-008,Server Operations Room,Restricted Area,2026-01-17 15:00:00,20,5,15,25.0,LOW,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-001,Open Workspace A1,Workspace,2026-01-17 16:00:00,120,100,20,83.33,HIGH,0
F001,Smart Campus,B001,Building A,BLK-A1,Block A1,SP-002,Conference Room A,Meeting Room,2026-01-17 16:00:00,30,20,10,66.67,OPTIMAL,0
F001,Smart Campus,B001,Building A,BLK-A2,Block A2,SP-003,Training Hall A,Training Room,2026-01-17 16:00:00,80,33,47,41.25,OPTIMAL,0
F001,Smart Campus,B002,Building B,BLK-B1,Block B1,SP-004,Open Workspace B1,Workspace,2026-01-17 16:00:00,150,124,26,82.67,HIGH,0
